Date,Year,Month,Channel,Data_Source,Campaign_Name,Impressions,Clicks,CTR,Spend,CPC,Conversions,CVR,Revenue,ROAS
2023-01-02,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,40973,1096,0.026749,2099.05,1.9152,66,0.060219,6757.01,3.22
2023-01-02,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,29421,941,0.031984,2434.85,2.5875,18,0.019129,1321.62,0.54
2023-01-02,2023,1,Paid Search,Bing Ads,BG_Search_Brand,47831,1980,0.041396,4635.59,2.3412,172,0.086869,16234.22,3.5
2023-01-02,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,32127,1386,0.043141,4080.67,2.9442,38,0.027417,3672.92,0.9
2023-01-02,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,39272,431,0.010975,492.76,1.1433,9,0.020882,645.68,1.31
2023-01-02,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,40703,654,0.016068,893.72,1.3665,16,0.024465,1691.68,1.89
2023-01-02,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,52992,540,0.01019,663.53,1.2288,20,0.037037,1871.27,2.82
2023-01-02,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,45425,388,0.008542,281.23,0.7248,8,0.020619,577.29,2.05
2023-01-02,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,46605,485,0.010407,476.28,0.982,12,0.024742,1031.57,2.17
2023-01-02,2023,1,Organic,Google Search Console,SEO_Organic_Blog,32580,1437,0.044107,0.0,0.0,33,0.022965,3479.9,
2023-01-02,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,54218,1068,0.019698,0.0,0.0,21,0.019663,1535.36,
2023-01-02,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,57060,1274,0.022327,0.0,0.0,19,0.014914,1705.56,
2023-01-02,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,28019,1176,0.041972,0.0,0.0,23,0.019558,1430.82,
2023-01-03,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,42387,59,0.001392,37.59,0.6372,0,0.0,0.0,0.0
2023-01-03,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,25138,64,0.002546,19.65,0.307,1,0.015625,86.96,4.43
2023-01-03,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,43044,34,0.00079,14.61,0.4298,0,0.0,0.0,0.0
2023-01-03,2023,1,Programmatic,StackAdapt,SA_Video_Intent,45266,71,0.001569,47.09,0.6633,0,0.0,0.0,0.0
2023-01-03,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,30630,1649,0.053836,3641.22,2.2081,86,0.052153,8451.64,2.32
2023-01-03,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,35527,1789,0.050356,3728.73,2.0843,110,0.061487,9857.04,2.64
2023-01-03,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,42067,2290,0.054437,3268.74,1.4274,47,0.020524,3523.21,1.08
2023-01-03,2023,1,Paid Search,Bing Ads,BG_Search_Brand,50815,2916,0.057385,8713.32,2.9881,196,0.067215,16721.75,1.92
2023-01-03,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,45333,1829,0.040346,6671.08,3.6474,75,0.041006,4358.95,0.65
2023-01-03,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,28463,395,0.013878,496.55,1.2571,8,0.020253,572.33,1.15
2023-01-03,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,40272,442,0.010975,554.03,1.2535,18,0.040724,1413.01,2.55
2023-01-03,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,45399,348,0.007665,260.35,0.7481,6,0.017241,490.79,1.89
2023-01-03,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,38212,628,0.016435,643.34,1.0244,12,0.019108,897.18,1.39
2023-01-03,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,46339,628,0.013552,931.44,1.4832,12,0.019108,1092.31,1.17
2023-01-03,2023,1,Organic,Google Search Console,SEO_Organic_Blog,52996,1155,0.021794,0.0,0.0,19,0.01645,1895.3,
2023-01-03,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,49732,1265,0.025436,0.0,0.0,30,0.023715,2204.69,
2023-01-03,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,72854,1928,0.026464,0.0,0.0,30,0.01556,2989.34,
2023-01-03,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,29304,916,0.031259,0.0,0.0,12,0.0131,1047.07,
2023-01-04,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,51154,125,0.002444,65.52,0.5242,1,0.008,95.5,1.46
2023-01-04,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,30144,69,0.002289,27.81,0.4031,0,0.0,0.0,0.0
2023-01-04,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,42272,21,0.000497,7.56,0.3599,0,0.0,0.0,0.0
2023-01-04,2023,1,Programmatic,StackAdapt,SA_Video_Intent,39056,38,0.000973,16.56,0.4358,0,0.0,0.0,0.0
2023-01-04,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,35326,1151,0.032582,2667.65,2.3177,60,0.052129,6942.66,2.6
2023-01-04,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,40370,2756,0.068269,6478.31,2.3506,173,0.062772,16379.75,2.53
2023-01-04,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,47278,900,0.019036,3029.94,3.3666,36,0.04,2985.98,0.99
2023-01-04,2023,1,Paid Search,Bing Ads,BG_Search_Brand,41055,511,0.012447,755.24,1.478,25,0.048924,2269.02,3.0
2023-01-04,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,38926,1680,0.043159,4124.09,2.4548,36,0.021429,3323.34,0.81
2023-01-04,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,37138,413,0.011121,399.55,0.9674,7,0.016949,583.76,1.46
2023-01-04,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,30763,396,0.012873,439.77,1.1105,14,0.035354,1442.97,3.28
2023-01-04,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,51847,526,0.010145,542.43,1.0312,5,0.009506,311.36,0.57
2023-01-04,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,47601,693,0.014559,591.14,0.853,14,0.020202,1393.41,2.36
2023-01-04,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,37590,460,0.012237,419.02,0.9109,6,0.013043,451.81,1.08
2023-01-04,2023,1,Organic,Google Search Console,SEO_Organic_Blog,32943,1102,0.033452,0.0,0.0,20,0.018149,1437.81,
2023-01-04,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,43998,735,0.016705,0.0,0.0,11,0.014966,790.52,
2023-01-04,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,39962,1008,0.025224,0.0,0.0,17,0.016865,1352.84,
2023-01-04,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,41155,834,0.020265,0.0,0.0,11,0.013189,943.01,
2023-01-05,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,38814,63,0.001623,30.07,0.4774,0,0.0,0.0,0.0
2023-01-05,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,28099,21,0.000747,10.59,0.5043,0,0.0,0.0,0.0
2023-01-05,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,35637,45,0.001263,18.87,0.4193,0,0.0,0.0,0.0
2023-01-05,2023,1,Programmatic,StackAdapt,SA_Video_Intent,46568,55,0.001181,25.01,0.4547,0,0.0,0.0,0.0
2023-01-05,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,28952,1783,0.061585,5283.0,2.963,69,0.038699,8384.03,1.59
2023-01-05,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,25403,750,0.029524,1913.97,2.552,35,0.046667,3588.09,1.87
2023-01-05,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,37621,1513,0.040217,3492.86,2.3086,55,0.036352,5528.81,1.58
2023-01-05,2023,1,Paid Search,Bing Ads,BG_Search_Brand,22762,1147,0.050391,1464.86,1.2771,40,0.034874,2277.52,1.55
2023-01-05,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,36280,1502,0.0414,4496.78,2.9939,59,0.039281,5099.62,1.13
2023-01-05,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,25636,330,0.012873,390.93,1.1846,6,0.018182,566.95,1.45
2023-01-05,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,63301,608,0.009605,544.62,0.8957,25,0.041118,2275.76,4.18
2023-01-05,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,39644,574,0.014479,592.67,1.0325,9,0.015679,705.02,1.19
2023-01-05,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,38601,624,0.016165,843.74,1.3522,8,0.012821,713.72,0.85
2023-01-05,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,36838,385,0.010451,486.48,1.2636,8,0.020779,713.6,1.47
2023-01-05,2023,1,Organic,Google Search Console,SEO_Organic_Blog,32338,1270,0.039273,0.0,0.0,23,0.01811,2029.82,
2023-01-05,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,49308,1861,0.037742,0.0,0.0,27,0.014508,1894.21,
2023-01-05,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,57036,2584,0.045305,0.0,0.0,47,0.018189,3580.4,
2023-01-05,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,42660,721,0.016901,0.0,0.0,7,0.009709,681.43,
2023-01-06,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,47854,36,0.000752,15.26,0.4239,0,0.0,0.0,0.0
2023-01-06,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,30404,46,0.001513,23.9,0.5196,1,0.021739,101.9,4.26
2023-01-06,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,29624,28,0.000945,10.41,0.3717,0,0.0,0.0,0.0
2023-01-06,2023,1,Programmatic,StackAdapt,SA_Video_Intent,38340,60,0.001565,25.47,0.4245,1,0.016667,45.24,1.78
2023-01-06,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,39874,1968,0.049355,4619.11,2.3471,92,0.046748,8548.32,1.85
2023-01-06,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,47312,1188,0.02511,3484.41,2.933,39,0.032828,3008.16,0.86
2023-01-06,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,39281,2247,0.057203,4349.63,1.9358,76,0.033823,6748.14,1.55
2023-01-06,2023,1,Paid Search,Bing Ads,BG_Search_Brand,55645,1663,0.029886,4482.92,2.6957,52,0.031269,5140.74,1.15
2023-01-06,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,37608,2435,0.064747,3526.21,1.4481,93,0.038193,5933.83,1.68
2023-01-06,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,41036,225,0.005483,216.85,0.9638,5,0.022222,422.18,1.95
2023-01-06,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,50140,1018,0.020303,1290.89,1.2681,27,0.026523,2125.65,1.65
2023-01-06,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,31600,389,0.01231,467.6,1.2021,5,0.012853,502.19,1.07
2023-01-06,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,39573,667,0.016855,995.58,1.4926,10,0.014993,926.54,0.93
2023-01-06,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,45526,656,0.014409,806.5,1.2294,11,0.016768,965.82,1.2
2023-01-06,2023,1,Organic,Google Search Console,SEO_Organic_Blog,35811,1280,0.035743,0.0,0.0,17,0.013281,1591.36,
2023-01-06,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,26837,487,0.018147,0.0,0.0,9,0.01848,687.29,
2023-01-06,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,60612,1345,0.02219,0.0,0.0,23,0.0171,2017.05,
2023-01-06,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,40356,1237,0.030652,0.0,0.0,18,0.014551,1700.75,
2023-01-07,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,43773,37,0.000845,15.81,0.4274,0,0.0,0.0,0.0
2023-01-07,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,24348,51,0.002095,25.29,0.4959,1,0.019608,60.09,2.38
2023-01-07,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,25971,42,0.001617,20.78,0.4947,0,0.0,0.0,0.0
2023-01-07,2023,1,Programmatic,StackAdapt,SA_Video_Intent,37558,55,0.001464,25.28,0.4596,0,0.0,0.0,0.0
2023-01-07,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,21417,864,0.040342,2024.68,2.3434,44,0.050926,4012.3,1.98
2023-01-07,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,18363,900,0.049012,2730.4,3.0338,45,0.05,4544.2,1.66
2023-01-07,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,23606,1561,0.066127,2327.31,1.4909,24,0.015375,1725.85,0.74
2023-01-07,2023,1,Paid Search,Bing Ads,BG_Search_Brand,35015,1048,0.02993,2137.21,2.0393,51,0.048664,4514.17,2.11
2023-01-07,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,40758,1224,0.030031,4756.26,3.8858,31,0.025327,3177.7,0.67
2023-01-07,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,33187,336,0.010124,322.94,0.9611,6,0.017857,617.01,1.91
2023-01-07,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,39773,450,0.011314,415.66,0.9237,12,0.026667,1444.33,3.47
2023-01-07,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,39498,401,0.010152,402.23,1.0031,8,0.01995,720.13,1.79
2023-01-07,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,30638,552,0.018017,729.21,1.321,9,0.016304,651.48,0.89
2023-01-07,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,35412,423,0.011945,590.97,1.3971,13,0.030733,1001.48,1.69
2023-01-07,2023,1,Organic,Google Search Console,SEO_Organic_Blog,28977,966,0.033337,0.0,0.0,16,0.016563,1433.33,
2023-01-07,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,41800,1186,0.028373,0.0,0.0,24,0.020236,2460.95,
2023-01-07,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,62170,1877,0.030191,0.0,0.0,28,0.014917,2029.91,
2023-01-07,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,27547,798,0.028969,0.0,0.0,13,0.016291,1114.06,
2023-01-08,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,25621,48,0.001873,22.88,0.4767,0,0.0,0.0,0.0
2023-01-08,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,26615,45,0.001691,18.24,0.4054,1,0.022222,101.1,5.54
2023-01-08,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,18563,23,0.001239,10.64,0.4628,0,0.0,0.0,0.0
2023-01-08,2023,1,Programmatic,StackAdapt,SA_Video_Intent,26121,32,0.001225,20.42,0.6381,0,0.0,0.0,0.0
2023-01-08,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,13803,853,0.061798,2803.24,3.2863,39,0.045721,2644.03,0.94
2023-01-08,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,28686,1563,0.054487,3864.75,2.4726,82,0.052463,6673.28,1.73
2023-01-08,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,28647,1506,0.052571,3738.86,2.4826,51,0.033865,4159.01,1.11
2023-01-08,2023,1,Paid Search,Bing Ads,BG_Search_Brand,34573,1930,0.055824,5052.57,2.6179,114,0.059067,9536.55,1.89
2023-01-08,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,39904,983,0.024634,2271.07,2.3103,24,0.024415,2034.86,0.9
2023-01-08,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,16041,220,0.013715,217.12,0.9869,2,0.009091,122.48,0.56
2023-01-08,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,35035,460,0.01313,440.33,0.9572,13,0.028261,1026.36,2.33
2023-01-08,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,53398,637,0.011929,733.88,1.1521,7,0.010989,569.05,0.78
2023-01-08,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,22446,283,0.012608,236.12,0.8343,7,0.024735,660.45,2.8
2023-01-08,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,31655,338,0.010678,376.84,1.1149,6,0.017751,572.84,1.52
2023-01-08,2023,1,Organic,Google Search Console,SEO_Organic_Blog,36647,950,0.025923,0.0,0.0,19,0.02,1558.58,
2023-01-08,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,45700,904,0.019781,0.0,0.0,13,0.014381,1042.53,
2023-01-08,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,48941,1466,0.029954,0.0,0.0,30,0.020464,3884.25,
2023-01-08,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,32024,735,0.022952,0.0,0.0,7,0.009524,636.92,
2023-01-09,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,54348,39,0.000718,25.36,0.6502,0,0.0,0.0,0.0
2023-01-09,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,46137,93,0.002016,27.19,0.2924,1,0.010753,105.7,3.89
2023-01-09,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,27456,47,0.001712,22.67,0.4824,0,0.0,0.0,0.0
2023-01-09,2023,1,Programmatic,StackAdapt,SA_Video_Intent,26397,39,0.001477,22.03,0.5649,0,0.0,0.0,0.0
2023-01-09,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,28838,813,0.028192,2572.85,3.1646,32,0.03936,1973.17,0.77
2023-01-09,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,36740,2202,0.059935,4852.65,2.2037,60,0.027248,4714.7,0.97
2023-01-09,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,48528,2803,0.05776,8432.12,3.0082,119,0.042455,12282.9,1.46
2023-01-09,2023,1,Paid Search,Bing Ads,BG_Search_Brand,38573,1586,0.041117,3778.15,2.3822,76,0.047919,6417.57,1.7
2023-01-09,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,45834,2098,0.045774,5005.84,2.386,75,0.035748,5712.64,1.14
2023-01-09,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,31580,474,0.015009,178.19,0.3759,14,0.029536,1160.69,6.51
2023-01-09,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,50092,489,0.009762,571.71,1.1691,13,0.026585,1314.25,2.3
2023-01-09,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,41786,520,0.012444,619.44,1.1912,16,0.030769,1346.17,2.17
2023-01-09,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,37352,566,0.015153,470.25,0.8308,13,0.022968,892.53,1.9
2023-01-09,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,66330,783,0.011805,925.66,1.1822,17,0.021711,1552.59,1.68
2023-01-09,2023,1,Organic,Google Search Console,SEO_Organic_Blog,65180,1866,0.028628,0.0,0.0,37,0.019829,3461.32,
2023-01-09,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,53028,1595,0.030078,0.0,0.0,25,0.015674,2130.84,
2023-01-09,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,43543,587,0.013481,0.0,0.0,6,0.010221,482.68,
2023-01-09,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,30791,622,0.020201,0.0,0.0,9,0.014469,1069.08,
2023-01-10,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,58394,78,0.001336,26.08,0.3343,0,0.0,0.0,0.0
2023-01-10,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,42912,28,0.000652,14.27,0.5095,0,0.0,0.0,0.0
2023-01-10,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,37459,61,0.001628,26.3,0.4311,0,0.0,0.0,0.0
2023-01-10,2023,1,Programmatic,StackAdapt,SA_Video_Intent,38889,40,0.001029,18.72,0.468,0,0.0,0.0,0.0
2023-01-10,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,38304,821,0.021434,1986.36,2.4194,38,0.046285,2677.56,1.35
2023-01-10,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,44534,940,0.021107,2598.43,2.7643,46,0.048936,4291.22,1.65
2023-01-10,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,37269,2440,0.06547,7865.81,3.2237,85,0.034836,6862.97,0.87
2023-01-10,2023,1,Paid Search,Bing Ads,BG_Search_Brand,43044,1134,0.026345,2363.55,2.0843,44,0.038801,4330.65,1.83
2023-01-10,2023,1,Paid Search,Bing Ads,BG_Search_Competitors,36458,2323,0.063717,8905.49,3.8336,47,0.020232,4364.68,0.49
2023-01-10,2023,1,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,26392,320,0.012125,340.24,1.0632,8,0.025,945.26,2.78
2023-01-10,2023,1,Paid Social,Facebook Ads,FB_Retargeting_DPA,34342,298,0.008677,220.85,0.7411,5,0.016779,498.23,2.26
2023-01-10,2023,1,Paid Social,Facebook Ads,IG_Stories_Engagement,54608,749,0.013716,1128.82,1.5071,14,0.018692,1147.25,1.02
2023-01-10,2023,1,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,30871,276,0.00894,251.23,0.9102,6,0.021739,454.04,1.81
2023-01-10,2023,1,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,55387,333,0.006012,397.44,1.1935,8,0.024024,534.84,1.35
2023-01-10,2023,1,Organic,Google Search Console,SEO_Organic_Blog,65634,1861,0.028354,0.0,0.0,24,0.012896,2266.59,
2023-01-10,2023,1,Organic,Google Search Console,SEO_Organic_ProductPages,34429,883,0.025647,0.0,0.0,18,0.020385,1694.47,
2023-01-10,2023,1,Organic,Organic Social Platform,SM_LinkedIn_Organic,43875,986,0.022473,0.0,0.0,16,0.016227,1654.49,
2023-01-10,2023,1,Organic,Organic Social Platform,SM_Instagram_Organic,35695,957,0.02681,0.0,0.0,18,0.018809,1788.31,
2023-01-11,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,39728,33,0.000831,12.05,0.3652,0,0.0,0.0,0.0
2023-01-11,2023,1,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,49691,51,0.001026,23.37,0.4582,1,0.019608,98.79,4.23
2023-01-11,2023,1,Programmatic,StackAdapt,SA_Native_Awareness,29586,37,0.001251,15.78,0.4264,0,0.0,0.0,0.0
2023-01-11,2023,1,Programmatic,StackAdapt,SA_Video_Intent,36182,74,0.002045,36.81,0.4975,1,0.013514,97.27,2.64
2023-01-11,2023,1,Paid Search,Google Ads,GG_Search_Brand_Core,42377,2262,0.053378,5150.51,2.277,79,0.034925,7316.69,1.42
2023-01-11,2023,1,Paid Search,Google Ads,GG_Search_NonBrand_Generic,39684,1227,0.030919,2961.42,2.4135,39,0.031785,3665.96,1.24
2023-01-11,2023,1,Paid Search,Google Ads,GG_PerformanceMax_Products,48632,3078,0.063292,6423.17,2.0868,95,0.030864,7271.8,1.13
2023-01-11,2023,1,Paid Search,Bing Ads,BG_Search_Brand,35672,1398,0.03919,3637.95,2.6022,72,0.051502,6123.29,1.68
